,word,fr
229,стадии,0.0006276478895339715
230,ритма,0.0006276478895339715
231,верхняя,0.0006102132259358056
232,цвета,0.0006102132259358056
233,клинический,0.0006102132259358056
234,было,0.0006102132259358056
235,виде,0.0006102132259358056
236,коронарной,0.0006102132259358056
237,ребра,0.0006102132259358056
238,определяются,0.0006102132259358056
239,состояния,0.0006102132259358056
240,аг,0.0006102132259358056
241,впервые,0.0005927785623376397
242,развития,0.0005927785623376397
243,момент,0.0005927785623376397
244,мочи,0.0005927785623376397
245,сегмента,0.0005927785623376397
246,признаки,0.0005927785623376397
247,общая,0.0005927785623376397
248,активности,0.0005927785623376397
249,атеросклероз,0.0005927785623376397
250,обейх,0.0005927785623376397
251,через,0.0005753438987394739
252,синдром,0.0005753438987394739
253,^,0.0005753438987394739
254,лейкоциты,0.0005753438987394739
255,может,0.0005753438987394739
256,под,0.0005753438987394739
257,тона,0.0005753438987394739
258,кардиосклероз,0.0005753438987394739
259,мышц,0.000557909235141308
260,реберной,0.000557909235141308
261,можно,0.000557909235141308
262,st,0.000557909235141308
263,печень,0.000557909235141308
264,соэ,0.000557909235141308
265,почек,0.000557909235141308
266,rp,0.000557909235141308
267,дуги,0.000557909235141308
268,умеренной,0.0005404745715431421
269,общее,0.0005404745715431421
270,лёгких,0.0005404745715431421
271,край,0.0005404745715431421
272,биохимический,0.0005404745715431421
273,утром,0.0005404745715431421
274,акте,0.0005404745715431421
275,их,0.0005404745715431421
276,хсн,0.0005404745715431421
277,пациент,0.0005404745715431421
278,р,0.0005230399079449762
279,обычной,0.0005230399079449762
280,кровообращения,0.0005230399079449762
281,верхушечный,0.0005230399079449762
282,iv,0.0005230399079449762
283,ишемии,0.0005230399079449762
284,менее,0.0005230399079449762
285,sol,0.0005230399079449762
286,незначительной,0.0005230399079449762
287,аускультация,0.0005230399079449762
288,хс,0.0005230399079449762
289,таб,0.0005230399079449762
290,поступления,0.0005056052443468104
291,когда,0.0005056052443468104
292,отрицает,0.0005056052443468104
293,позвонка,0.0005056052443468104
294,риска,0.0005056052443468104
295,фоне,0.0005056052443468104
296,болезненность,0.0005056052443468104
297,постинфарктный,0.0005056052443468104
298,которые,0.0004881705807486445
299,температура,0.0004881705807486445
300,желудка,0.0004881705807486445
301,системы,0.0004881705807486445
302,острый,0.0004881705807486445
303,зубца,0.0004881705807486445
304,эритроциты,0.0004881705807486445
305,клетка,0.0004881705807486445
306,ритмичные,0.0004881705807486445
307,имеет,0.0004881705807486445
308,но,0.0004881705807486445
309,давящие,0.0004881705807486445
310,болезненности,0.0004881705807486445
311,срединно-ключичной,0.0004881705807486445
312,узи,0.0004881705807486445
313,артерия,0.0004881705807486445
314,трети,0.0004881705807486445
315,сахарный,0.0004707359171504786
316,тяжести,0.0004707359171504786
317,была,0.0004707359171504786
318,вен,0.0004707359171504786
319,vii,0.0004707359171504786
320,приглушены,0.0004707359171504786
321,патологических,0.0004707359171504786
322,аортального,0.0004707359171504786
323,кфк,0.0004707359171504786
324,же,0.0004707359171504786
325,могут,0.0004707359171504786
326,месяцев,0.0004707359171504786
327,грудная,0.0004707359171504786
328,участвует,0.0004707359171504786
329,стул,0.0004707359171504786
330,железа,0.0004707359171504786
331,болей,0.0004707359171504786
332,гб,0.0004707359171504786
333,свободное,0.0004707359171504786
334,поверхностью,0.0004707359171504786
335,отростка,0.0004707359171504786
336,пузырь,0.0004707359171504786
337,внутрь,0.0004707359171504786
338,метров,0.0004707359171504786
339,бедренная,0.0004707359171504786
340,отмечает,0.00045330125355231275
341,жизни,0.00045330125355231275
342,ширина,0.00045330125355231275
343,линия,0.00045330125355231275
344,влажный,0.00045330125355231275
345,реакция,0.00045330125355231275
346,давления,0.00045330125355231275
347,период,0.00045330125355231275
348,уровня,0.00045330125355231275
349,подмышечной,0.00045330125355231275
350,диагноза,0.00043586658995414687
351,диабет,0.00043586658995414687
352,возраст,0.00043586658995414687
353,поступлении,0.00043586658995414687
354,минут,0.00043586658995414687
355,правого,0.00043586658995414687
356,звук,0.00043586658995414687
357,кнутри,0.00043586658995414687
358,давление,0.00043586658995414687
359,лабораторных,0.00043586658995414687
360,недостаточности,0.00043586658995414687
361,обоснование,0.00043586658995414687
362,терапия,0.00043586658995414687
363,результате,0.00043586658995414687
364,лопатку,0.00043586658995414687
365,слизистые,0.00043586658995414687
366,гипертрофия,0.00043586658995414687
367,руку,0.00043586658995414687
368,пульсация,0.00043586658995414687
369,год,0.000418431926355981
370,больная,0.000418431926355981
371,сердце,0.000418431926355981
372,сопровождается,0.000418431926355981
373,голеней,0.000418431926355981
374,безболезненна,0.000418431926355981
375,правильный,0.000418431926355981
376,подмышечная,0.000418431926355981
377,инструментальных,0.000418431926355981
378,цвет,0.000418431926355981
379,патологии,0.000418431926355981
380,случаях,0.000418431926355981
381,этом,0.000418431926355981
382,поражения,0.000418431926355981
383,анамнеза,0.000418431926355981
384,больных,0.000418431926355981
385,видимые,0.000418431926355981
386,аускультации,0.000418431926355981
387,лпнп,0.000418431926355981
388,профилактика,0.000418431926355981
389,задней,0.000418431926355981
390,пульсации,0.000418431926355981
391,верхушке,0.000418431926355981
392,смешанного,0.000418431926355981
393,лж,0.000418431926355981
394,приемом,0.000418431926355981
395,ходьбе,0.000418431926355981
396,хронический,0.000418431926355981
397,типа,0.0004009972627578151
398,поставлен,0.0004009972627578151
399,рост,0.0004009972627578151
400,железы,0.0004009972627578151
401,изменена,0.0004009972627578151
402,дифференциальный,0.0004009972627578151
403,сутки,0.0004009972627578151
404,пищи,0.0004009972627578151
405,заболевание,0.0004009972627578151
406,остистого,0.0004009972627578151
407,году,0.0004009972627578151
408,работы,0.00038356259915964925
409,активное,0.00038356259915964925
410,суставов,0.00038356259915964925
411,консистенции,0.00038356259915964925
412,фибрилляции,0.00038356259915964925
413,q,0.00038356259915964925
414,нормальная,0.00038356259915964925
415,расширение,0.00038356259915964925
416,мышцы,0.00038356259915964925
417,быть,0.00038356259915964925
418,методов,0.00038356259915964925
419,сут,0.00038356259915964925
420,поводу,0.00038356259915964925
421,тургор,0.00038356259915964925
422,хрипов,0.00038356259915964925
423,окклюзия,0.00038356259915964925
424,гладкая,0.00038356259915964925
425,нагрузки,0.00036612793556148337
426,ухудшение,0.00036612793556148337
427,ix,0.00036612793556148337
428,отделах,0.00036612793556148337
429,симметричный,0.00036612793556148337
430,зубец,0.00036612793556148337
431,ч,0.00036612793556148337
432,глюкоза,0.00036612793556148337
433,расширена,0.00036612793556148337
434,регургитация,0.00036612793556148337
435,заболеваний,0.00036612793556148337
436,терапии,0.00036612793556148337
437,приводит,0.00036612793556148337
438,кислороде,0.00036612793556148337
439,артериальной,0.00036612793556148337
440,н,0.00036612793556148337
441,сжимающие,0.00036612793556148337
442,абсолютной,0.00036612793556148337
443,целью,0.00036612793556148337
444,нарушений,0.00036612793556148337
445,чаще,0.00036612793556148337
446,обычно,0.00036612793556148337
447,препараты,0.00036612793556148337
448,холестерина,0.00036612793556148337
449,чувство,0.00036612793556148337
450,основного,0.0003486932719633175
451,сердечная,0.0003486932719633175
452,приступа,0.0003486932719633175
453,анамнезе,0.0003486932719633175
454,кожа,0.0003486932719633175
455,узлы,0.0003486932719633175
456,тонус,0.0003486932719633175
457,движений,0.0003486932719633175
458,выслушивается,0.0003486932719633175
459,пульса,0.0003486932719633175
460,артериях,0.0003486932719633175
461,признаков,0.0003486932719633175
462,уровень,0.0003486932719633175
463,ниже,0.0003486932719633175
464,х,0.0003486932719633175
465,вес,0.0003486932719633175
466,mg,0.0003486932719633175
467,связи,0.0003486932719633175
468,чдд,0.0003486932719633175
469,себя,0.0003486932719633175
470,развитии,0.0003486932719633175
471,объективного,0.0003486932719633175
472,+,0.0003486932719633175
473,поверхность,0.0003486932719633175
474,синусовая,0.0003486932719633175
475,ходьба,0.0003486932719633175
476,иррадиацией,0.0003486932719633175
477,нижней,0.0003486932719633175
478,стадия,0.0003312586083651516
479,положении,0.0003312586083651516
480,вечером,0.0003312586083651516
481,гипертонической,0.0003312586083651516
482,движения,0.0003312586083651516
483,x,0.0003312586083651516
484,размеры,0.0003312586083651516
485,область,0.0003312586083651516
486,стенка,0.0003312586083651516
487,ее,0.0003312586083651516
488,артериальная,0.0003312586083651516
489,шейного,0.0003312586083651516
490,имеется,0.0003312586083651516
491,артериального,0.0003312586083651516
492,препарат,0.0003312586083651516
493,основной,0.0003312586083651516
494,факторов,0.0003312586083651516
495,сердечного,0.0003312586083651516
496,жительства,0.0003312586083651516
497,средняя,0.0003312586083651516
498,цилиндра,0.0003312586083651516
499,факторы,0.0003312586083651516
500,температуры,0.0003312586083651516
501,результаты,0.0003312586083651516
502,режим,0.0003312586083651516
503,стали,0.0003312586083651516
504,отеков,0.0003312586083651516
505,всей,0.0003312586083651516
506,пупка,0.0003312586083651516
507,систолический,0.0003312586083651516
508,тон,0.0003312586083651516
509,эхокг,0.0003312586083651516
510,акцент,0.0003312586083651516
511,отеки,0.0003312586083651516
512,скачать,0.00031382394476698575
513,бесплатно,0.00031382394476698575
514,историю,0.00031382394476698575
515,приступы,0.00031382394476698575
516,возникает,0.00031382394476698575
517,лимфатические,0.00031382394476698575
518,передняя,0.00031382394476698575
519,безболезненны,0.00031382394476698575
520,почки,0.00031382394476698575
521,план,0.00031382394476698575
522,отведениях,0.00031382394476698575
523,функции,0.00031382394476698575
524,грудного,0.00031382394476698575
525,позвоночника,0.00031382394476698575
526,плевры,0.00031382394476698575
527,развитие,0.00031382394476698575
528,утомляемость,0.00031382394476698575
529,выслушиваются,0.00031382394476698575
530,симптомы,0.00031382394476698575
531,часто,0.00031382394476698575
532,половины,0.00031382394476698575
533,диурез,0.00031382394476698575
534,гипертрофии,0.00031382394476698575
535,брадикардия,0.00031382394476698575
536,осложнения,0.0002963892811688199
537,чувством,0.0002963892811688199
538,интенсивности,0.0002963892811688199
539,активность,0.0002963892811688199
540,предъявляет,0.0002963892811688199
541,лица,0.0002963892811688199
542,имеются,0.0002963892811688199
543,правильной,0.0002963892811688199
544,покров,0.0002963892811688199
545,диаметром,0.0002963892811688199
546,viii,0.0002963892811688199
547,xi,0.0002963892811688199
548,слизистая,0.0002963892811688199
549,кишки,0.0002963892811688199
550,курлову,0.0002963892811688199
551,сопутствующие,0.0002963892811688199
552,исследований,0.0002963892811688199
553,эос,0.0002963892811688199
554,сек,0.0002963892811688199
555,холестерин,0.0002963892811688199
556,острого,0.0002963892811688199
557,заболеваниями,0.0002963892811688199
558,нормальной,0.0002963892811688199
559,ишемическая,0.0002963892811688199
560,ф,0.0002963892811688199
561,направлен,0.0002963892811688199
562,клетчатка,0.0002963892811688199
563,мочеиспускание,0.0002963892811688199
564,времени,0.0002963892811688199
565,между,0.0002963892811688199
566,появление,0.0002963892811688199
567,симптомов,0.0002963892811688199
568,лдг,0.0002963892811688199
569,трения,0.0002963892811688199
570,лимфоциты,0.0002963892811688199
571,влево,0.0002963892811688199
572,ребенка,0.0002963892811688199
573,эластичность,0.0002963892811688199
574,блокада,0.0002963892811688199
575,желчный,0.0002963892811688199
576,симметричных,0.0002963892811688199
577,участках,0.0002963892811688199
578,пол,0.000278954617570654
579,последние,0.000278954617570654
580,история,0.000278954617570654
581,появились,0.000278954617570654
582,помощью,0.000278954617570654
583,чистые,0.000278954617570654
584,соответствует,0.000278954617570654
585,подвижность,0.000278954617570654
586,сохранена,0.000278954617570654
587,чистый,0.000278954617570654
588,t,0.000278954617570654
589,креатинин,0.000278954617570654
590,коронарного,0.000278954617570654
591,ферментов,0.000278954617570654
592,действия,0.000278954617570654
593,os,0.000278954617570654
594,прогноз,0.000278954617570654
595,возрасту,0.000278954617570654
596,пучка,0.000278954617570654
597,подвижная,0.000278954617570654
598,шумы,0.000278954617570654
599,щитовидная,0.000278954617570654
600,эозинофилы,0.000278954617570654
601,принимать,0.000278954617570654
602,сердечный,0.000278954617570654
603,нижняя,0.000278954617570654
604,селезенка,0.000278954617570654
605,обе,0.000278954617570654
606,голени,0.000278954617570654
607,ишемия,0.000278954617570654
608,осмотра,0.000278954617570654
609,правильная,0.000278954617570654
610,образование,0.0002615199539724881
611,работе,0.0002615199539724881
612,характер,0.0002615199539724881
613,это,0.0002615199539724881
614,зрения,0.0002615199539724881
615,питание,0.0002615199539724881
616,высота,0.0002615199539724881
617,ключицы,0.0002615199539724881
618,наполнения,0.0002615199539724881
619,артериальное,0.0002615199539724881
620,нижний,0.0002615199539724881
621,полном,0.0002615199539724881
622,предварительный,0.0002615199539724881
623,количество,0.0002615199539724881
624,данного,0.0002615199539724881
625,отсутствие,0.0002615199539724881
626,диета,0.0002615199539724881
627,сердцебиение,0.0002615199539724881
628,хорошо,0.0002615199539724881
629,легкое,0.0002615199539724881
630,показатель,0.0002615199539724881
631,все,0.0002615199539724881
632,мкмоль\л,0.0002615199539724881
633,этого,0.0002615199539724881
634,развитию,0.0002615199539724881
635,наблюдаются,0.0002615199539724881
636,возникающие,0.0002615199539724881
637,перенесенные,0.0002615199539724881
638,суставы,0.0002615199539724881
639,дрожание,0.0002615199539724881
640,рта,0.0002615199539724881
641,безболезненное,0.0002615199539724881
642,моноциты,0.0002615199539724881
643,поликлинику,0.0002615199539724881
644,отмечено,0.0002615199539724881
645,общего,0.0002615199539724881
646,носа,0.0002615199539724881
647,поясничной,0.0002615199539724881
648,дыхании,0.0002615199539724881
649,снижен,0.0002615199539724881
650,выявления,0.0002615199539724881
651,стеноза,0.0002615199539724881
652,артерия;,0.0002615199539724881
653,кожи,0.0002615199539724881
654,около,0.00024408529037432225
655,отёки,0.00024408529037432225
656,настоящего,0.00024408529037432225
657,давящего,0.00024408529037432225
658,настоящее,0.00024408529037432225
659,выражение,0.00024408529037432225
660,ясный,0.00024408529037432225
661,стояния,0.00024408529037432225
662,верхушек,0.00024408529037432225
663,vi,0.00024408529037432225
664,розового,0.00024408529037432225
665,перкуторно,0.00024408529037432225
666,нервная,0.00024408529037432225
667,сокращений,0.00024408529037432225
668,депрессия,0.00024408529037432225
669,билирубин,0.00024408529037432225
670,перикарда,0.00024408529037432225
671,синдрома,0.00024408529037432225
672,гипертензия,0.00024408529037432225
673,тромбоэмболия,0.00024408529037432225
674,исключить,0.00024408529037432225
675,пределах,0.00024408529037432225
676,самочувствие,0.00024408529037432225
677,группы,0.00024408529037432225
678,нитроглицерина,0.00024408529037432225
679,потребность,0.00024408529037432225
680,уменьшение,0.00024408529037432225
681,руке,0.00024408529037432225
682,мониторирование,0.00024408529037432225
683,однако,0.00024408529037432225
684,соли,0.00024408529037432225
685,группа,0.00024408529037432225
686,высокий,0.00024408529037432225
687,условия,0.00024408529037432225
688,сохранен,0.00024408529037432225
689,равномерно,0.00024408529037432225
690,левому,0.00024408529037432225
691,шумов,0.00024408529037432225
692,п,0.00024408529037432225
693,лейкоцитоз,0.00024408529037432225
694,лпвп,0.00024408529037432225
695,этих,0.00024408529037432225
696,вне,0.00024408529037432225
697,иногда,0.00024408529037432225
698,перикардите,0.00024408529037432225
699,слегка,0.00024408529037432225
700,поражение,0.00024408529037432225
701,хрипы,0.00024408529037432225
702,обратился,0.00024408529037432225
703,расширены,0.00024408529037432225
704,мягкая,0.00024408529037432225
705,аст,0.00024408529037432225
706,считает,0.00024408529037432225
707,выявлены,0.00024408529037432225
708,аортой,0.00024408529037432225
709,стенок,0.00024408529037432225
710,обострения,0.00024408529037432225
711,величины,0.00024408529037432225
712,отделе,0.00024408529037432225
713,iiа,0.00022665062677615637
714,приступ,0.00022665062677615637
715,масса,0.00022665062677615637
716,мышечная,0.00022665062677615637
717,равна,0.00022665062677615637
718,полей,0.00022665062677615637
719,обложен,0.00022665062677615637
720,нисходящей,0.00022665062677615637
721,слепая,0.00022665062677615637
722,щитовидной,0.00022665062677615637
723,сохранены,0.00022665062677615637
724,рентгенография,0.00022665062677615637
725,мочевина,0.00022665062677615637
726,индекс,0.00022665062677615637
727,следует,0.00022665062677615637
728,б,0.00022665062677615637
729,части,0.00022665062677615637
730,нормы,0.00022665062677615637
731,ограничение,0.00022665062677615637
732,болевого,0.00022665062677615637
733,per,0.00022665062677615637
734,кислота,0.00022665062677615637
735,соответственно,0.00022665062677615637
736,ml,0.00022665062677615637
737,рекомендации,0.00022665062677615637
738,нитроглицерином,0.00022665062677615637
739,отделение,0.00022665062677615637
740,значительно,0.00022665062677615637
741,регулярный,0.00022665062677615637
742,частотой,0.00022665062677615637
743,операции,0.00022665062677615637
744,д,0.00022665062677615637
745,наиболее,0.00022665062677615637
746,значение,0.00022665062677615637
747,имеют,0.00022665062677615637
748,связана,0.00022665062677615637
749,объём,0.00022665062677615637
750,тахикардия,0.00022665062677615637
751,приступов,0.00022665062677615637
752,если,0.00022665062677615637
753,правило,0.00022665062677615637
754,ослабленное,0.00022665062677615637
755,кислоты,0.00022665062677615637
756,лекарственные,0.00022665062677615637
757,anamnesis,0.00022665062677615637
758,проба,0.00022665062677615637
759,массы,0.00022665062677615637
760,спереди,0.00022665062677615637
761,крупных,0.00022665062677615637
762,пальпаторно,0.00022665062677615637
763,алт,0.00022665062677615637
764,умеренная,0.00022665062677615637
765,%-,0.00022665062677615637
766,эффект,0.00022665062677615637
767,больным,0.00022665062677615637
768,ребенок,0.00022665062677615637
769,питания,0.00022665062677615637
770,одинаково,0.00022665062677615637
771,иррадиирующие,0.00022665062677615637
772,покровов,0.00022665062677615637
773,нога,0.00022665062677615637
774,головной,0.00022665062677615637
775,желудочков,0.00022665062677615637
776,см;,0.00022665062677615637
777,врача,0.0002092159631779905
778,принимает,0.0002092159631779905
779,перебои,0.0002092159631779905
780,спокойное,0.0002092159631779905
781,ногти,0.0002092159631779905
782,развита,0.0002092159631779905
783,суставах,0.0002092159631779905
784,задняя,0.0002092159631779905
785,лопаточная,0.0002092159631779905
786,слой,0.0002092159631779905
787,миндалины,0.0002092159631779905
788,которая,0.0002092159631779905
789,сигмовидная,0.0002092159631779905
790,кривизна,0.0002092159631779905
791,срединной,0.0002092159631779905
792,пациентки,0.0002092159631779905
793,сжимающего,0.0002092159631779905
794,avf,0.0002092159631779905
795,сахар,0.0002092159631779905
796,кислая,0.0002092159631779905
797,то,0.0002092159631779905
798,инфаркте,0.0002092159631779905
799,стороны,0.0002092159631779905
800,позволяют,0.0002092159631779905
801,поставить,0.0002092159631779905
802,методы,0.0002092159631779905
803,происходит,0.0002092159631779905
804,нитраты,0.0002092159631779905
805,её,0.0002092159631779905
806,назначения,0.0002092159631779905
807,ингибиторы,0.0002092159631779905
808,развивается,0.0002092159631779905
809,динамика,0.0002092159631779905
810,объективно,0.0002092159631779905
811,курации,0.0002092159631779905
812,головокружение,0.0002092159631779905
813,увеличены,0.0002092159631779905
814,эластичная,0.0002092159631779905
815,сердечно-сосудистая,0.0002092159631779905
816,легко,0.0002092159631779905
817,атерогенности,0.0002092159631779905
818,том,0.0002092159631779905
819,другие,0.0002092159631779905
820,особенно,0.0002092159631779905
821,дней,0.0002092159631779905
822,осложнений,0.0002092159631779905
823,приема,0.0002092159631779905
824,наличии,0.0002092159631779905
825,слабостью,0.0002092159631779905
826,месту,0.0002092159631779905
827,шейные,0.0002092159631779905
828,голосовое,0.0002092159631779905
829,тонов,0.0002092159631779905
830,мочевой,0.0002092159631779905
831,нейтрофилы,0.0002092159631779905
832,затем,0.0002092159631779905
833,одышки,0.0002092159631779905
834,гиперхолестеринемия,0.0002092159631779905
835,возникают,0.0002092159631779905
836,проживает,0.0002092159631779905
837,кожных,0.0002092159631779905
838,реполяризации,0.0002092159631779905
839,кишечника,0.0002092159631779905
840,подкожная,0.0002092159631779905
841,стопы,0.0002092159631779905
842,множественными,0.0002092159631779905
843,подколенная,0.0002092159631779905
844,пациента,0.0002092159631779905
845,проводилось,0.0002092159631779905
846,синдромом,0.0002092159631779905
847,контуры,0.0002092159631779905
848,ровные,0.0002092159631779905
849,персистирующая,0.00019178129957982462
850,ощущение,0.00019178129957982462
851,только,0.00019178129957982462
852,страдает,0.00019178129957982462
853,помнит,0.00019178129957982462
854,размер,0.00019178129957982462
855,поверхности,0.00019178129957982462
856,чистая,0.00019178129957982462
857,сила,0.00019178129957982462
858,безболезненные,0.00019178129957982462
859,нижнего,0.00019178129957982462
860,левое,0.00019178129957982462
861,ритмичный,0.00019178129957982462
862,поверхностной,0.00019178129957982462
863,глубокой,0.00019178129957982462
864,всех,0.00019178129957982462
865,блюмберга,0.00019178129957982462
866,большая,0.00019178129957982462
867,avl,0.00019178129957982462
868,горизонтальная,0.00019178129957982462
869,выброса,0.00019178129957982462
870,кровь,0.00019178129957982462
871,причины,0.00019178129957982462
872,спазм,0.00019178129957982462
873,пневмония,0.00019178129957982462
874,необходимо,0.00019178129957982462
875,причиной,0.00019178129957982462
876,который,0.00019178129957982462
877,-х,0.00019178129957982462
878,положительная,0.00019178129957982462
